Wahlperiode,Sitzungnr,Abstimmnr,Fraktion/Gruppe,Name,Vorname,Titel,ja,nein,Enthaltung,ungültig,nichtabgegeben,Bezeichnung,Bemerkung,stimme
20,137,1,Fraktionslos,Farle,Robert,,1,0,0,0,0,Robert Farle,,ja
20,137,1,Fraktionslos,Helferich,Matthias,,1,0,0,0,0,Matthias Helferich,,ja
20,137,1,Fraktionslos,Huber,Johannes,,1,0,0,0,0,Johannes Huber,,ja
20,137,1,Fraktionslos,Seidler,Stefan,,0,1,0,0,0,Stefan Seidler,,nein
20,137,1,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben
20,137,2,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein
20,137,2,Fraktionslos,Farle,Robert,,0,1,0,0,0,Robert Farle,,nein
20,137,2,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein
20,137,2,Fraktionslos,Huber,Johannes,,0,1,0,0,0,Johannes Huber,,nein
20,137,2,Fraktionslos,Seidler,Stefan,,0,0,1,0,0,Stefan Seidler,,Enthaltung
20,137,2,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben
20,138,1,Fraktionslos,Cotar,Joana,,1,0,0,0,0,Joana Cotar,,ja
20,138,1,Fraktionslos,Farle,Robert,,0,0,0,0,1,Robert Farle,,nichtabgegeben
20,138,1,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein
20,138,1,Fraktionslos,Huber,Johannes,,0,0,0,0,1,Johannes Huber,,nichtabgegeben
20,138,1,Fraktionslos,Seidler,Stefan,,0,0,0,0,1,Stefan Seidler,,nichtabgegeben
20,138,1,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben
20,141,1,Fraktionslos,Cotar,Joana,,1,0,0,0,0,Joana Cotar,,ja
20,141,1,Fraktionslos,Farle,Robert,,1,0,0,0,0,Robert Farle,,ja
20,141,1,Fraktionslos,Helferich,Matthias,,1,0,0,0,0,Matthias Helferich,,ja
20,141,1,Fraktionslos,Huber,Johannes,,1,0,0,0,0,Johannes Huber,,ja
20,141,1,Fraktionslos,Seidler,Stefan,,0,0,1,0,0,Stefan Seidler,,Enthaltung
20,141,1,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben
20,141,2,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein
20,141,2,Fraktionslos,Farle,Robert,,0,1,0,0,0,Robert Farle,,nein
20,141,2,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein
20,141,2,Fraktionslos,Huber,Johannes,,0,1,0,0,0,Johannes Huber,,nein
20,141,2,Fraktionslos,Seidler,Stefan,,0,0,0,0,1,Stefan Seidler,,nichtabgegeben
20,141,2,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben
20,142,1,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein
20,142,1,Fraktionslos,Farle,Robert,,0,1,0,0,0,Robert Farle,,nein
20,142,1,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein
20,142,1,Fraktionslos,Huber,Johannes,,0,0,0,0,1,Johannes Huber,,nichtabgegeben
20,142,1,Fraktionslos,Seidler,Stefan,,1,0,0,0,0,Stefan Seidler,,ja
20,142,1,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben
20,145,1,Fraktionslos,Akbulut,Gökay,,0,0,0,0,1,Gökay Akbulut,,nichtabgegeben
20,145,1,Fraktionslos,Al-Dailami,Ali,,0,0,1,0,0,Ali Al-Dailami,,Enthaltung
20,145,1,Fraktionslos,Bartsch,Dietmar,,1,0,0,0,0,Dr. Dietmar Bartsch,,ja
20,145,1,Fraktionslos,Birkwald,Matthias W.,,1,0,0,0,0,Matthias W. Birkwald,,ja
20,145,1,Fraktionslos,Bünger,Clara,,1,0,0,0,0,Clara Bünger,,ja
20,145,1,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein
20,145,1,Fraktionslos,Dagdelen,Sevim,,0,0,1,0,0,Sevim Dagdelen,,Enthaltung
20,145,1,Fraktionslos,Domscheit-Berg,Anke,,1,0,0,0,0,Anke Domscheit-Berg,,ja
20,145,1,Fraktionslos,Ernst,Klaus,,0,0,1,0,0,Klaus Ernst,,Enthaltung
20,145,1,Fraktionslos,Farle,Robert,,0,1,0,0,0,Robert Farle,,nein
20,145,1,Fraktionslos,Ferschl,Susanne,,1,0,0,0,0,Susanne Ferschl,,ja
20,145,1,Fraktionslos,Gohlke,Nicole,,1,0,0,0,0,Nicole Gohlke,,ja
20,145,1,Fraktionslos,Görke,Christian,,1,0,0,0,0,Christian Görke,,ja
20,145,1,Fraktionslos,Gürpinar,Ates,,1,0,0,0,0,Ates Gürpinar,,ja
20,145,1,Fraktionslos,Gysi,Gregor,,1,0,0,0,0,Dr. Gregor Gysi,,ja
20,145,1,Fraktionslos,Hahn,André,,1,0,0,0,0,Dr. André Hahn,,ja
20,145,1,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein
20,145,1,Fraktionslos,Hennig-Wellsow,Susanne,,1,0,0,0,0,Susanne Hennig-Wellsow,,ja
20,145,1,Fraktionslos,Huber,Johannes,,0,0,0,0,1,Johannes Huber,,nichtabgegeben
20,145,1,Fraktionslos,Hunko,Andrej,,0,0,1,0,0,Andrej Hunko,,Enthaltung
20,145,1,Fraktionslos,Korte,Jan,,0,0,0,0,1,Jan Korte,,nichtabgegeben
20,145,1,Fraktionslos,Latendorf,Ina,,1,0,0,0,0,Ina Latendorf,,ja
20,145,1,Fraktionslos,Lay,Caren,,0,0,0,0,1,Caren Lay,,nichtabgegeben
20,145,1,Fraktionslos,Lenkert,Ralph,,1,0,0,0,0,Ralph Lenkert,,ja
20,145,1,Fraktionslos,Leye,Christian,,0,0,1,0,0,Christian Leye,,Enthaltung
20,145,1,Fraktionslos,Lötzsch,Gesine,,1,0,0,0,0,Dr. Gesine Lötzsch,,ja
20,145,1,Fraktionslos,Meiser,Pascal,,0,0,0,0,1,Pascal Meiser,,nichtabgegeben
20,145,1,Fraktionslos,Mohamed Ali,Amira,,0,0,1,0,0,Amira Mohamed Ali,,Enthaltung
20,145,1,Fraktionslos,Möhring,Cornelia,,0,0,0,0,1,Cornelia Möhring,,nichtabgegeben
20,145,1,Fraktionslos,Nastic,Zaklin,,0,0,1,0,0,Zaklin Nastic,,Enthaltung
20,145,1,Fraktionslos,Pau,Petra,,1,0,0,0,0,Petra Pau,,ja
20,145,1,Fraktionslos,Pellmann,Sören,,1,0,0,0,0,Sören Pellmann,,ja
20,145,1,Fraktionslos,Perli,Victor,,1,0,0,0,0,Victor Perli,,ja
20,145,1,Fraktionslos,Reichinnek,Heidi,,1,0,0,0,0,Heidi Reichinnek,,ja
20,145,1,Fraktionslos,Renner,Martina,,1,0,0,0,0,Martina Renner,,ja
20,145,1,Fraktionslos,Riexinger,Bernd,,1,0,0,0,0,Bernd Riexinger,,ja
20,145,1,Fraktionslos,Seidler,Stefan,,1,0,0,0,0,Stefan Seidler,,ja
20,145,1,Fraktionslos,Sitte,Petra,,1,0,0,0,0,Dr. Petra Sitte,,ja
20,145,1,Fraktionslos,Tatti,Jessica,,0,0,1,0,0,Jessica Tatti,,Enthaltung
20,145,1,Fraktionslos,Ulrich,Alexander,,0,0,0,0,1,Alexander Ulrich,,nichtabgegeben
20,145,1,Fraktionslos,Vogler,Kathrin,,1,0,0,0,0,Kathrin Vogler,,ja
20,145,1,Fraktionslos,Wagenknecht,Sahra,,0,0,1,0,0,Dr. Sahra Wagenknecht,,Enthaltung
20,145,1,Fraktionslos,Wissler,Janine,,1,0,0,0,0,Janine Wissler,,ja
20,145,1,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben
20,145,2,Fraktionslos,Akbulut,Gökay,,0,0,0,0,1,Gökay Akbulut,,nichtabgegeben
20,145,2,Fraktionslos,Al-Dailami,Ali,,0,1,0,0,0,Ali Al-Dailami,,nein
20,145,2,Fraktionslos,Bartsch,Dietmar,,0,1,0,0,0,Dr. Dietmar Bartsch,,nein
20,145,2,Fraktionslos,Birkwald,Matthias W.,,0,1,0,0,0,Matthias W. Birkwald,,nein
20,145,2,Fraktionslos,Bünger,Clara,,0,1,0,0,0,Clara Bünger,,nein
20,145,2,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein
20,145,2,Fraktionslos,Dagdelen,Sevim,,0,1,0,0,0,Sevim Dagdelen,,nein
20,145,2,Fraktionslos,Domscheit-Berg,Anke,,0,1,0,0,0,Anke Domscheit-Berg,,nein
20,145,2,Fraktionslos,Ernst,Klaus,,0,1,0,0,0,Klaus Ernst,,nein
20,145,2,Fraktionslos,Farle,Robert,,0,1,0,0,0,Robert Farle,,nein
20,145,2,Fraktionslos,Ferschl,Susanne,,0,1,0,0,0,Susanne Ferschl,,nein
20,145,2,Fraktionslos,Gohlke,Nicole,,0,1,0,0,0,Nicole Gohlke,,nein
20,145,2,Fraktionslos,Görke,Christian,,0,1,0,0,0,Christian Görke,,nein
20,145,2,Fraktionslos,Gürpinar,Ates,,0,1,0,0,0,Ates Gürpinar,,nein
20,145,2,Fraktionslos,Gysi,Gregor,,0,1,0,0,0,Dr. Gregor Gysi,,nein
20,145,2,Fraktionslos,Hahn,André,,0,1,0,0,0,Dr. André Hahn,,nein
20,145,2,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein
20,145,2,Fraktionslos,Hennig-Wellsow,Susanne,,0,1,0,0,0,Susanne Hennig-Wellsow,,nein
20,145,2,Fraktionslos,Huber,Johannes,,0,0,0,0,1,Johannes Huber,,nichtabgegeben
20,145,2,Fraktionslos,Hunko,Andrej,,0,1,0,0,0,Andrej Hunko,,nein
20,145,2,Fraktionslos,Korte,Jan,,0,0,0,0,1,Jan Korte,,nichtabgegeben
20,145,2,Fraktionslos,Latendorf,Ina,,0,1,0,0,0,Ina Latendorf,,nein
20,145,2,Fraktionslos,Lay,Caren,,0,0,0,0,1,Caren Lay,,nichtabgegeben
20,145,2,Fraktionslos,Lenkert,Ralph,,0,1,0,0,0,Ralph Lenkert,,nein
20,145,2,Fraktionslos,Leye,Christian,,0,1,0,0,0,Christian Leye,,nein
20,145,2,Fraktionslos,Lötzsch,Gesine,,0,1,0,0,0,Dr. Gesine Lötzsch,,nein
20,145,2,Fraktionslos,Meiser,Pascal,,0,0,0,0,1,Pascal Meiser,,nichtabgegeben
20,145,2,Fraktionslos,Mohamed Ali,Amira,,0,1,0,0,0,Amira Mohamed Ali,,nein
20,145,2,Fraktionslos,Möhring,Cornelia,,0,0,0,0,1,Cornelia Möhring,,nichtabgegeben
20,145,2,Fraktionslos,Nastic,Zaklin,,0,1,0,0,0,Zaklin Nastic,,nein
20,145,2,Fraktionslos,Pau,Petra,,0,1,0,0,0,Petra Pau,,nein
20,145,2,Fraktionslos,Pellmann,Sören,,0,1,0,0,0,Sören Pellmann,,nein
20,145,2,Fraktionslos,Perli,Victor,,0,1,0,0,0,Victor Perli,,nein
20,145,2,Fraktionslos,Reichinnek,Heidi,,0,0,0,0,1,Heidi Reichinnek,,nichtabgegeben
20,145,2,Fraktionslos,Renner,Martina,,0,1,0,0,0,Martina Renner,,nein
20,145,2,Fraktionslos,Riexinger,Bernd,,0,1,0,0,0,Bernd Riexinger,,nein
20,145,2,Fraktionslos,Seidler,Stefan,,1,0,0,0,0,Stefan Seidler,,ja
20,145,2,Fraktionslos,Sitte,Petra,,0,1,0,0,0,Dr. Petra Sitte,,nein
20,145,2,Fraktionslos,Tatti,Jessica,,0,1,0,0,0,Jessica Tatti,,nein
20,145,2,Fraktionslos,Ulrich,Alexander,,0,0,0,0,1,Alexander Ulrich,,nichtabgegeben
20,145,2,Fraktionslos,Vogler,Kathrin,,0,1,0,0,0,Kathrin Vogler,,nein
20,145,2,Fraktionslos,Wagenknecht,Sahra,,0,1,0,0,0,Dr. Sahra Wagenknecht,,nein
20,145,2,Fraktionslos,Wissler,Janine,,0,1,0,0,0,Janine Wissler,,nein
20,145,2,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben
20,145,3,Fraktionslos,Akbulut,Gökay,,0,0,0,0,1,Gökay Akbulut,,nichtabgegeben
20,145,3,Fraktionslos,Al-Dailami,Ali,,0,1,0,0,0,Ali Al-Dailami,,nein
20,145,3,Fraktionslos,Bartsch,Dietmar,,0,1,0,0,0,Dr. Dietmar Bartsch,,nein
20,145,3,Fraktionslos,Birkwald,Matthias W.,,0,1,0,0,0,Matthias W. Birkwald,,nein
20,145,3,Fraktionslos,Bünger,Clara,,0,1,0,0,0,Clara Bünger,,nein
20,145,3,Fraktionslos,Cotar,Joana,,1,0,0,0,0,Joana Cotar,,ja
20,145,3,Fraktionslos,Dagdelen,Sevim,,0,1,0,0,0,Sevim Dagdelen,,nein
20,145,3,Fraktionslos,Domscheit-Berg,Anke,,0,1,0,0,0,Anke Domscheit-Berg,,nein
20,145,3,Fraktionslos,Ernst,Klaus,,0,1,0,0,0,Klaus Ernst,,nein
20,145,3,Fraktionslos,Farle,Robert,,1,0,0,0,0,Robert Farle,,ja
20,145,3,Fraktionslos,Ferschl,Susanne,,0,1,0,0,0,Susanne Ferschl,,nein
20,145,3,Fraktionslos,Gohlke,Nicole,,0,0,0,0,1,Nicole Gohlke,,nichtabgegeben
20,145,3,Fraktionslos,Görke,Christian,,0,1,0,0,0,Christian Görke,,nein
20,145,3,Fraktionslos,Gürpinar,Ates,,0,1,0,0,0,Ates Gürpinar,,nein
20,145,3,Fraktionslos,Gysi,Gregor,,0,1,0,0,0,Dr. Gregor Gysi,,nein
20,145,3,Fraktionslos,Hahn,André,,0,1,0,0,0,Dr. André Hahn,,nein
20,145,3,Fraktionslos,Helferich,Matthias,,1,0,0,0,0,Matthias Helferich,,ja
20,145,3,Fraktionslos,Hennig-Wellsow,Susanne,,0,1,0,0,0,Susanne Hennig-Wellsow,,nein
20,145,3,Fraktionslos,Huber,Johannes,,0,0,0,0,1,Johannes Huber,,nichtabgegeben
20,145,3,Fraktionslos,Hunko,Andrej,,0,1,0,0,0,Andrej Hunko,,nein
20,145,3,Fraktionslos,Korte,Jan,,0,0,0,0,1,Jan Korte,,nichtabgegeben
20,145,3,Fraktionslos,Latendorf,Ina,,0,1,0,0,0,Ina Latendorf,,nein
20,145,3,Fraktionslos,Lay,Caren,,0,0,0,0,1,Caren Lay,,nichtabgegeben
20,145,3,Fraktionslos,Lenkert,Ralph,,0,1,0,0,0,Ralph Lenkert,,nein
20,145,3,Fraktionslos,Leye,Christian,,0,1,0,0,0,Christian Leye,,nein
20,145,3,Fraktionslos,Lötzsch,Gesine,,0,1,0,0,0,Dr. Gesine Lötzsch,,nein
20,145,3,Fraktionslos,Meiser,Pascal,,0,0,0,0,1,Pascal Meiser,,nichtabgegeben
20,145,3,Fraktionslos,Mohamed Ali,Amira,,0,1,0,0,0,Amira Mohamed Ali,,nein
20,145,3,Fraktionslos,Möhring,Cornelia,,0,0,0,0,1,Cornelia Möhring,,nichtabgegeben
20,145,3,Fraktionslos,Nastic,Zaklin,,0,1,0,0,0,Zaklin Nastic,,nein
20,145,3,Fraktionslos,Pau,Petra,,0,1,0,0,0,Petra Pau,,nein
20,145,3,Fraktionslos,Pellmann,Sören,,0,1,0,0,0,Sören Pellmann,,nein
20,145,3,Fraktionslos,Perli,Victor,,0,1,0,0,0,Victor Perli,,nein
20,145,3,Fraktionslos,Reichinnek,Heidi,,0,0,0,0,1,Heidi Reichinnek,,nichtabgegeben
20,145,3,Fraktionslos,Renner,Martina,,0,1,0,0,0,Martina Renner,,nein
20,145,3,Fraktionslos,Riexinger,Bernd,,0,1,0,0,0,Bernd Riexinger,,nein
20,145,3,Fraktionslos,Seidler,Stefan,,0,1,0,0,0,Stefan Seidler,,nein
20,145,3,Fraktionslos,Sitte,Petra,,0,1,0,0,0,Dr. Petra Sitte,,nein
20,145,3,Fraktionslos,Tatti,Jessica,,0,1,0,0,0,Jessica Tatti,,nein
20,145,3,Fraktionslos,Ulrich,Alexander,,0,0,0,0,1,Alexander Ulrich,,nichtabgegeben
20,145,3,Fraktionslos,Vogler,Kathrin,,0,1,0,0,0,Kathrin Vogler,,nein
20,145,3,Fraktionslos,Wagenknecht,Sahra,,0,1,0,0,0,Dr. Sahra Wagenknecht,,nein
20,145,3,Fraktionslos,Wissler,Janine,,0,1,0,0,0,Janine Wissler,,nein
20,145,3,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben
20,145,4,Fraktionslos,Akbulut,Gökay,,0,0,0,0,1,Gökay Akbulut,,nichtabgegeben
20,145,4,Fraktionslos,Al-Dailami,Ali,,0,1,0,0,0,Ali Al-Dailami,,nein
20,145,4,Fraktionslos,Bartsch,Dietmar,,1,0,0,0,0,Dr. Dietmar Bartsch,,ja
20,145,4,Fraktionslos,Birkwald,Matthias W.,,1,0,0,0,0,Matthias W. Birkwald,,ja
20,145,4,Fraktionslos,Bünger,Clara,,1,0,0,0,0,Clara Bünger,,ja
20,145,4,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein
20,145,4,Fraktionslos,Dagdelen,Sevim,,0,1,0,0,0,Sevim Dagdelen,,nein
20,145,4,Fraktionslos,Domscheit-Berg,Anke,,1,0,0,0,0,Anke Domscheit-Berg,,ja
20,145,4,Fraktionslos,Ernst,Klaus,,0,1,0,0,0,Klaus Ernst,,nein
20,145,4,Fraktionslos,Farle,Robert,,0,1,0,0,0,Robert Farle,,nein
20,145,4,Fraktionslos,Ferschl,Susanne,,1,0,0,0,0,Susanne Ferschl,,ja
20,145,4,Fraktionslos,Gohlke,Nicole,,0,0,0,0,1,Nicole Gohlke,,nichtabgegeben
20,145,4,Fraktionslos,Görke,Christian,,1,0,0,0,0,Christian Görke,,ja
20,145,4,Fraktionslos,Gürpinar,Ates,,1,0,0,0,0,Ates Gürpinar,,ja
20,145,4,Fraktionslos,Gysi,Gregor,,1,0,0,0,0,Dr. Gregor Gysi,,ja
20,145,4,Fraktionslos,Hahn,André,,1,0,0,0,0,Dr. André Hahn,,ja
20,145,4,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein
20,145,4,Fraktionslos,Hennig-Wellsow,Susanne,,1,0,0,0,0,Susanne Hennig-Wellsow,,ja
20,145,4,Fraktionslos,Huber,Johannes,,0,0,0,0,1,Johannes Huber,,nichtabgegeben
20,145,4,Fraktionslos,Hunko,Andrej,,0,1,0,0,0,Andrej Hunko,,nein
20,145,4,Fraktionslos,Korte,Jan,,0,0,0,0,1,Jan Korte,,nichtabgegeben
20,145,4,Fraktionslos,Latendorf,Ina,,1,0,0,0,0,Ina Latendorf,,ja
20,145,4,Fraktionslos,Lay,Caren,,0,0,0,0,1,Caren Lay,,nichtabgegeben
20,145,4,Fraktionslos,Lenkert,Ralph,,1,0,0,0,0,Ralph Lenkert,,ja
20,145,4,Fraktionslos,Leye,Christian,,0,1,0,0,0,Christian Leye,,nein
20,145,4,Fraktionslos,Lötzsch,Gesine,,1,0,0,0,0,Dr. Gesine Lötzsch,,ja
20,145,4,Fraktionslos,Meiser,Pascal,,1,0,0,0,0,Pascal Meiser,,ja
20,145,4,Fraktionslos,Mohamed Ali,Amira,,0,1,0,0,0,Amira Mohamed Ali,,nein
20,145,4,Fraktionslos,Möhring,Cornelia,,0,0,0,0,1,Cornelia Möhring,,nichtabgegeben
20,145,4,Fraktionslos,Nastic,Zaklin,,0,1,0,0,0,Zaklin Nastic,,nein
20,145,4,Fraktionslos,Pau,Petra,,1,0,0,0,0,Petra Pau,,ja
20,145,4,Fraktionslos,Pellmann,Sören,,1,0,0,0,0,Sören Pellmann,,ja
20,145,4,Fraktionslos,Perli,Victor,,1,0,0,0,0,Victor Perli,,ja
20,145,4,Fraktionslos,Reichinnek,Heidi,,1,0,0,0,0,Heidi Reichinnek,,ja
20,145,4,Fraktionslos,Renner,Martina,,1,0,0,0,0,Martina Renner,,ja
20,145,4,Fraktionslos,Riexinger,Bernd,,1,0,0,0,0,Bernd Riexinger,,ja
20,145,4,Fraktionslos,Seidler,Stefan,,1,0,0,0,0,Stefan Seidler,,ja
20,145,4,Fraktionslos,Sitte,Petra,,1,0,0,0,0,Dr. Petra Sitte,,ja
20,145,4,Fraktionslos,Tatti,Jessica,,0,1,0,0,0,Jessica Tatti,,nein
20,145,4,Fraktionslos,Ulrich,Alexander,,0,0,0,0,1,Alexander Ulrich,,nichtabgegeben
20,145,4,Fraktionslos,Vogler,Kathrin,,0,0,0,0,1,Kathrin Vogler,,nichtabgegeben
20,145,4,Fraktionslos,Wagenknecht,Sahra,,0,0,0,0,1,Dr. Sahra Wagenknecht,,nichtabgegeben
20,145,4,Fraktionslos,Wissler,Janine,,1,0,0,0,0,Janine Wissler,,ja
20,145,4,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben
20,145,5,Fraktionslos,Akbulut,Gökay,,0,0,0,0,1,Gökay Akbulut,,nichtabgegeben
20,145,5,Fraktionslos,Al-Dailami,Ali,,0,0,0,0,1,Ali Al-Dailami,,nichtabgegeben
20,145,5,Fraktionslos,Bartsch,Dietmar,,0,0,1,0,0,Dr. Dietmar Bartsch,,Enthaltung
20,145,5,Fraktionslos,Birkwald,Matthias W.,,0,0,1,0,0,Matthias W. Birkwald,,Enthaltung
20,145,5,Fraktionslos,Bünger,Clara,,0,0,1,0,0,Clara Bünger,,Enthaltung
20,145,5,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein
20,145,5,Fraktionslos,Dagdelen,Sevim,,0,0,0,0,1,Sevim Dagdelen,,nichtabgegeben
20,145,5,Fraktionslos,Domscheit-Berg,Anke,,0,0,1,0,0,Anke Domscheit-Berg,,Enthaltung
20,145,5,Fraktionslos,Ernst,Klaus,,0,1,0,0,0,Klaus Ernst,,nein
20,145,5,Fraktionslos,Farle,Robert,,0,0,0,0,1,Robert Farle,,nichtabgegeben
20,145,5,Fraktionslos,Ferschl,Susanne,,0,0,1,0,0,Susanne Ferschl,,Enthaltung
20,145,5,Fraktionslos,Gohlke,Nicole,,0,0,0,0,1,Nicole Gohlke,,nichtabgegeben
20,145,5,Fraktionslos,Görke,Christian,,0,0,1,0,0,Christian Görke,,Enthaltung
20,145,5,Fraktionslos,Gürpinar,Ates,,0,0,1,0,0,Ates Gürpinar,,Enthaltung
20,145,5,Fraktionslos,Gysi,Gregor,,0,0,1,0,0,Dr. Gregor Gysi,,Enthaltung
20,145,5,Fraktionslos,Hahn,André,,0,0,0,0,1,Dr. André Hahn,,nichtabgegeben
20,145,5,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein
20,145,5,Fraktionslos,Hennig-Wellsow,Susanne,,0,0,1,0,0,Susanne Hennig-Wellsow,,Enthaltung
20,145,5,Fraktionslos,Huber,Johannes,,0,0,0,0,1,Johannes Huber,,nichtabgegeben
20,145,5,Fraktionslos,Hunko,Andrej,,0,1,0,0,0,Andrej Hunko,,nein
20,145,5,Fraktionslos,Korte,Jan,,0,0,0,0,1,Jan Korte,,nichtabgegeben
20,145,5,Fraktionslos,Latendorf,Ina,,0,0,1,0,0,Ina Latendorf,,Enthaltung
20,145,5,Fraktionslos,Lay,Caren,,0,0,0,0,1,Caren Lay,,nichtabgegeben
20,145,5,Fraktionslos,Lenkert,Ralph,,0,0,1,0,0,Ralph Lenkert,,Enthaltung
20,145,5,Fraktionslos,Leye,Christian,,0,0,0,0,1,Christian Leye,,nichtabgegeben
20,145,5,Fraktionslos,Lötzsch,Gesine,,0,0,1,0,0,Dr. Gesine Lötzsch,,Enthaltung
20,145,5,Fraktionslos,Meiser,Pascal,,0,0,1,0,0,Pascal Meiser,,Enthaltung
20,145,5,Fraktionslos,Mohamed Ali,Amira,,0,1,0,0,0,Amira Mohamed Ali,,nein
20,145,5,Fraktionslos,Möhring,Cornelia,,0,0,0,0,1,Cornelia Möhring,,nichtabgegeben
20,145,5,Fraktionslos,Nastic,Zaklin,,0,0,0,0,1,Zaklin Nastic,,nichtabgegeben
20,145,5,Fraktionslos,Pau,Petra,,0,0,1,0,0,Petra Pau,,Enthaltung
20,145,5,Fraktionslos,Pellmann,Sören,,0,0,0,0,1,Sören Pellmann,,nichtabgegeben
20,145,5,Fraktionslos,Perli,Victor,,0,0,1,0,0,Victor Perli,,Enthaltung
20,145,5,Fraktionslos,Reichinnek,Heidi,,0,0,1,0,0,Heidi Reichinnek,,Enthaltung
20,145,5,Fraktionslos,Renner,Martina,,0,0,1,0,0,Martina Renner,,Enthaltung
20,145,5,Fraktionslos,Riexinger,Bernd,,0,0,1,0,0,Bernd Riexinger,,Enthaltung
20,145,5,Fraktionslos,Seidler,Stefan,,0,0,0,0,1,Stefan Seidler,,nichtabgegeben
20,145,5,Fraktionslos,Sitte,Petra,,0,0,1,0,0,Dr. Petra Sitte,,Enthaltung
20,145,5,Fraktionslos,Tatti,Jessica,,0,1,0,0,0,Jessica Tatti,,nein
20,145,5,Fraktionslos,Ulrich,Alexander,,0,0,0,0,1,Alexander Ulrich,,nichtabgegeben
20,145,5,Fraktionslos,Vogler,Kathrin,,0,0,0,0,1,Kathrin Vogler,,nichtabgegeben
20,145,5,Fraktionslos,Wagenknecht,Sahra,,0,0,0,0,1,Dr. Sahra Wagenknecht,,nichtabgegeben
20,145,5,Fraktionslos,Wissler,Janine,,0,0,1,0,0,Janine Wissler,,Enthaltung
20,145,5,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben
